CONSOLE,YEAR,CATEGORY,PUBLISHER,RATING,CRITICS_POINTS,USER_POINTS,SalesInMillions
x360,2010,fighting,Thq,T,1.2,0.08375,1.2517522003182922
x360,2012,racing,Microsoft Game Studios,E,1.022222222222222,0.0155038759689922,3.821531031782472
ps4,2017,sports,Bigben Interactive,E,3.8,0.0523076923076923,1.9898348635167769
wii,2012,racing,Electronic Arts,E,5.833333333333333,0.8999999999999999,0.9061878231919028
ps3,2010,adventure,Ubisoft,M,7.8,0.4307692307692307,0.764169834049333
gc,2003,action,Electronic Arts,E,5.5,0.3074074074074074,0.8923737313841531
ps3,2011,simulation,Ubisoft,T,2.8181818181818183,0.2451612903225806,0.3412431924005856
pc,2006,simulation,Ubisoft,T,9.555555555555555,0.0765217391304348,0.0689430713670191
ps,2001,platform,Sony Computer Entertainment,E,7.583333333333333,0.0202733485193621,6.566529554429348
3ds,2013,action,Nintendo,E10+,1.106666666666667,0.0178644763860369,0.2802062447217859
ps,2001,platform,Activision,E,5.4,1.08,3.298513085755413
wii,2011,misc,Disney Interactive Studios,E10+,3.4705882352941178,1.375,1.8270168209828568
ps4,2018,sports,Electronic Arts,E,2.185185185185185,0.0859154929577464,3.161358478563546
pc,2007,shooter,Microsoft Game Studios,M,2.4166666666666665,0.0136125654450261,0.4360052316755032
ps3,2011,fighting,Namco Bandai Games,T,2.235294117647059,0.0633587786259542,0.8429441356561385
ps3,2011,action,Electronic Arts,E10+,2.8260869565217392,0.9142857142857144,0.0662392170330464
wii,2014,action,Nintendo,E10+,13.666666666666666,0.2378378378378378,2.4900688702897558
3ds,2012,action,Electronic Arts,E,17.0,0.23125,1.7814182164976806
pc,2013,platform,Sega,E,7.0,0.0246290801186943,1.385149920916419
ps2,2006,sports,Electronic Arts,E,2.75,0.2454545454545454,3.140656690438382
ps3,2008,shooter,Midway Games,M,2.0476190476190474,0.0606299212598425,0.8248021199878546
gba,2007,role-playing,Square Enix,E,2.054054054054054,0.091860465116279,3.409418107926527
psp,2010,simulation,Electronic Arts,E10+,12.8,0.4055555555555555,3.2331924293966816
ps2,2003,platform,Konami Digital Entertainment,E,4.916666666666667,1.4166666666666667,0.0399717092722951
wiiu,2014,sports,Take-Two Interactive,E,5.0,0.1627906976744186,1.6778015186805448
ds,2009,fighting,Thq,E10+,15.25,0.7,1.2654826706004414
x,2003,action,Genki,M,2.1333333333333333,0.2083333333333333,0.620671677891504
ps2,2010,action,Lucasarts,E10+,6.416666666666667,0.525,1.112593502302745
3ds,2018,strategy,Nintendo,T,1.0,0.0619047619047619,0.1464368264494754
x360,2009,racing,Electronic Arts,E,2.15625,0.52,0.3315169191555018
x,2006,adventure,Ubisoft,M,3.2142857142857144,1.825,0.5653436401159576
ps3,2015,fighting,Arc System Works,T,5.1875,0.1296875,3.146398315787289
ps3,2013,sports,Activision,E,11.2,1.1166666666666667,2.028688069559238
x360,2007,racing,Activision,E,4.777777777777778,1.28,1.641632093127913
ps3,2011,role-playing,Nippon Ichi Software,T,2.051282051282051,0.0614173228346456,3.3400819443489254
ps2,2010,action,Konami Digital Entertainment,M,3.333333333333333,0.1177419354838709,0.6717987510350658
ps3,2010,action,Activision,E,6.3,1.64,0.4169618041403395
pc,2014,role-playing,Activision,T,1.9523809523809523,0.0037795275590551,3.831642963817773
ps2,2006,simulation,Electronic Arts,T,2.515151515151515,0.1673913043478261,4.71048037126532
psp,2007,sports,Deep Silver,T,4.636363636363637,1.325,2.454029696021061
ps2,2009,simulation,Konami Digital Entertainment,E10+,2.92,1.45,1.492931433707391
ps,2000,role-playing,Squaresoft,T,5.6,0.0405797101449275,1.4529867069607865
x360,2008,action,Sega,T,1.5,0.1456140350877193,3.0233031642233943
ps4,2016,action,Ubisoft,M,1.0,0.0020874751491053,4.287732101743632
ps3,2014,racing,Codemasters,E,2.2777777777777777,0.1245614035087719,0.4945775976421409
pc,1998,strategy,Activision,T,5.866666666666666,0.0112195121951219,2.8532510316577984
ds,2004,puzzle,Ignition Entertainment,E,1.85,0.5769230769230769,0.1547352117453997
ps2,2005,shooter,Universal Interactive,M,4.166666666666667,0.3269230769230769,2.078599227660458
psp,2012,action,Namco Bandai Games,T,2.590909090909091,0.8333333333333334,1.7270329635819452
ps4,2015,racing,Ubisoft,E10+,1.5490196078431373,0.0293877551020408,1.2639609977902702
pc,2019,role-playing,Activision,T,1.4193548387096775,0.0131907308377896,0.879365209030398
psp,2008,role-playing,505 Games,E10+,2.909090909090909,0.3399999999999999,1.7452143505326871
ps3,2011,misc,Sega,E10+,2.2857142857142856,0.1999999999999999,2.4312488339306397
x,2007,shooter,Take-Two Interactive,T,1.5,0.78,3.0080675863688886
pc,2013,sports,Take-Two Interactive,E,17.2,0.1075757575757575,1.384164722792823
ps3,2012,action,Tecmo Koei,T,2.28,0.1275862068965517,3.8929289761635664
ps4,2019,adventure,Square Enix,M,3.695652173913044,0.0123741007194244,2.816071368458302
pc,2012,action,Codemasters,T,2.46875,0.050943396226415,1.6476169765708215
x360,2010,racing,Codemasters,E,1.4666666666666666,0.1555555555555555,2.684220166999037
x360,2010,racing,Thq,T,1.973684210526316,0.2354838709677419,0.3245030901413572
ds,2013,simulation,Electronic Arts,E,8.11111111111111,0.32,3.0998661537519245
ps2,2007,sports,Midway Games,E,1.8863636363636365,0.4842105263157894,1.138238054873943
gba,2003,action,Activision,E,10.5,0.7909090909090909,1.3498891746703312
ps2,2005,misc,Sega,E,3.12,0.5923076923076923,1.897413824993556
x360,2009,misc,Gamecock,T,2.260869565217391,0.8714285714285713,1.996302078814492
gc,2005,racing,Nintendo,T,1.78,0.052760736196319,1.2391398325148146
pc,2014,shooter,Thq,M,2.176470588235294,0.0123745819397993,2.373106275677082
x,2008,role-playing,Atari,E,10.8,2.2,0.8924957797734385
ps2,2005,sports,Electronic Arts,E,2.933333333333333,0.41,2.522249430319932
pc,2008,shooter,Mc2 Entertainment,M,5.846153846153846,0.0559440559440559,1.245226505967474
ps2,2004,racing,Tdk Mediactive,E,3.8,0.3095238095238095,3.588628657688055
x360,2011,fighting,Rising Star Games,M,1.393939393939394,0.4333333333333333,1.0986654305628347
gc,2002,sports,Acclaim Entertainment,E,3.882352941176471,0.6222222222222222,2.2909293584320167
gc,2003,platform,Sega,E,1.469387755102041,0.0619047619047619,1.7164086028084986
x360,2014,action,Square Enix,M,1.702127659574468,0.0168443496801705,1.723245029684838
ps3,2009,fighting,Capcom,T,1.540983606557377,0.0220543806646525,4.925177634263564
pc,2009,strategy,Paradox Interactive,T,2.6296296296296298,0.1868421052631579,0.217231716283814
x360,2014,action,Electronic Arts,E,1.875,0.01509900990099,4.113585400407455
ps3,2010,shooter,Activision,M,2.136363636363636,0.0084507042253521,9.257993807083482
psv,2017,role-playing,Tecmo Koei,T,7.9,1.875,1.8869499492534296
gba,2003,role-playing,Nintendo,E10+,2.6206896551724137,0.32,0.0499722401608037
pc,2008,strategy,Cdv Software Entertainment,T,2.2222222222222223,0.5399999999999999,0.2003321653660419
ps2,2007,action,Midway Games,E10+,1.5,0.4666666666666667,0.2270322621953302
ps2,2006,adventure,Indie Games,M,2.85,0.8555555555555556,0.3204865535646417
ps4,2016,shooter,Activision,M,0.8953488372093024,0.0028973509933774,4.835087929156207
gba,2003,action,Ubisoft,T,3.6666666666666665,1.075,0.9401451710735318
3ds,2011,simulation,505 Games,E,9.333333333333334,0.8571428571428571,0.8541876235847834
pc,2011,shooter,Namco Bandai Games,M,1.818181818181818,0.0142389525368248,0.9195512506984173
x,2008,sports,Electronic Arts,E,2.6333333333333333,0.4266666666666667,1.1703959969306568
ps3,2015,misc,Ubisoft,E10+,12.833333333333334,0.284,2.661730893803026
x360,2008,sports,Take-Two Interactive,E10+,1.6511627906976745,0.4352941176470588,1.1629655897012323
x360,2009,shooter,Activision,T,3.1818181818181817,0.2904761904761904,0.4712939474710715
psv,2013,adventure,Warner Bros. Interactive Entertainment,E10+,12.8,0.825,3.027434780777825
wiiu,2013,action,Ubisoft,T,5.0,0.2,0.9251594438762636
ps2,2006,sports,Electronic Arts,E,4.105263157894737,0.7,0.0908728675846198
ds,2007,role-playing,Namco Bandai Games,E,3.5625,0.5818181818181819,1.2488603068834911
wii,2007,action,Ubisoft,M,5.083333333333333,0.4625,0.268316708405518
3ds,2011,misc,Rising Star Games,E,3.571428571428572,0.325,1.1009921143833192
wii,2010,adventure,Namco Bandai Games,T,3.941176470588236,0.265625,1.6419247525182723
ds,2011,shooter,Lucasarts,E10+,5.083333333333333,0.625,2.3643113674306564
x360,2013,simulation,Mad Catz,T,2.0416666666666665,0.9166666666666666,2.884654985577161
psv,2013,platform,Sony Computer Entertainment Europe,E10+,5.0,0.0554054054054054,2.0487398660946914
ps2,2007,role-playing,Activision,T,1.6458333333333333,0.1231884057971014,4.738472600514639
psv,2014,role-playing,Screenlife,M,2.583333333333333,0.0644067796610169,0.9237237438409864
gba,2005,misc,Capcom,E,2.16,1.0375,0.7911165638239197
pc,2015,action,Ubisoft,M,4.277777777777778,0.0014238109663738,1.6689663841502762
gc,2004,fighting,Thq,T,1.680851063829787,0.1123456790123456,1.4405537656653626
ds,2010,puzzle,Nintendo,E10+,1.2923076923076924,0.1205479452054794,3.570714320867933
ds,2009,role-playing,Nobilis,E,6.555555555555555,1.6,0.8548673260669226
ds,2011,adventure,Konami Digital Entertainment,T,4.0,2.2,2.114194548720167
x360,2011,adventure,Atari,M,1.0943396226415094,0.0351851851851851,0.4521784345515325
wii,2010,misc,Activision,E10+,3.95,0.44,0.956238785555764
ps3,2012,action,Activision,E10+,2.9130434782608696,1.042857142857143,0.2081673195879557
ps4,2013,shooter,Activision,M,1.5918367346938775,0.0023566878980891,6.625593259537445
x360,2008,sports,Konami Digital Entertainment,E,3.590909090909091,0.1969696969696969,1.0469058075715092
psp,2009,sports,Sony Computer Entertainment,E,2.833333333333333,1.4,0.5501886540938965
x360,2011,action,Tecmo Koei,M,1.0945945945945943,0.0263157894736842,1.939390553844285
x360,2011,action,Electronic Arts,M,1.1265822784810129,0.011284046692607,0.2191798822095082
ps2,2007,action,Disney Interactive Studios,T,1.8888888888888888,0.4941176470588235,2.2148014765187565
gc,2006,fighting,Namco Bandai Games,T,2.066666666666667,0.0656934306569343,2.335258515802137
x,2007,adventure,Electronic Arts,T,1.353846153846154,0.1568965517241379,0.9501993955512718
x,2005,sports,Midway Games,M,2.6,0.55,2.679468009374219
3ds,2014,fighting,Thq,T,5.916666666666667,0.9125,3.1677275558907403
x360,2015,action,Konami Digital Entertainment,M,1.7826086956521738,0.0216066481994459,1.134020944556363
ps3,2009,sports,Take-Two Interactive,E10+,2.869565217391304,0.8875,0.5120900616254541
ps3,2014,action,Capcom,M,1.945945945945946,0.0174528301886792,1.9173567087398575
x360,2006,sports,Electronic Arts,E,1.818181818181818,0.3761904761904762,1.6959565572003543
wii,2008,adventure,Atari,M,3.9,0.1294117647058823,1.0157325199589815
x360,2014,misc,Ubisoft,T,3.882352941176471,0.725,1.099852058741868
x,2007,adventure,Global Star,E,1.95,0.0625,0.6708809718597719
gba,2006,puzzle,Nintendo,E,1.8837209302325584,0.2580645161290322,3.896272614510636
x360,2010,action,Activision,E10+,1.2833333333333334,0.1153846153846153,4.096327525994322
x360,2014,simulation,Deep Silver,T,9.0,0.5625,2.447706205509693
ps2,2008,sports,Electronic Arts,E,3.48,0.2361111111111111,0.2928650233219457
x,2008,racing,Empire Interactive,M,1.6129032258064515,0.6799999999999999,0.2600566134495209
ps2,2008,misc,Redoctane,T,1.3333333333333333,0.0752212389380531,3.310455331291468
ps2,2009,action,Activision,E,14.0,0.9666666666666668,2.456403719955567
wii,2011,racing,Nintendo,E,1.1232876712328768,0.0116573033707865,34.722025823910585
ps2,2010,racing,Sega,E,3.5,0.3,0.1703145534301595
x360,2013,fighting,Electronic Arts,T,1.253968253968254,0.1272727272727272,0.5182683919107716
x,2004,sports,Sega,E,4.833333333333333,0.3279999999999999,1.8809144043888044
ps2,2007,role-playing,Nippon Ichi Software,E10+,3.45,0.1829268292682926,0.2215762364274798
ps3,2008,sports,Activision,T,2.0277777777777777,0.3611111111111111,1.779777572478396
ps3,2009,shooter,D3Publisher,T,1.3421052631578947,0.3095238095238095,2.034124435768423
ps3,2013,role-playing,Bethesda Softworks,M,1.4385964912280702,0.0157258064516129,3.895077202520858
3ds,2014,role-playing,Screenlife,M,5.636363636363637,0.175,0.398391323230846
ps2,2002,simulation,Sony Computer Entertainment,E,4.388888888888889,0.9333333333333332,2.982550203158042
ps2,2004,strategy,Tecmo Koei,T,2.8076923076923075,0.4049999999999999,2.773554769028697
psv,2013,fighting,Pqube,T,2.9642857142857144,0.0773195876288659,0.8645815346940185
ps2,2006,strategy,Tecmo Koei,E10+,9.5,1.0125,1.6824901306307598
wiiu,2014,misc,Nintendo,E10+,1.2622950819672132,0.0167019027484143,6.994623483206588
ps3,2009,racing,Electronic Arts,T,1.475,0.0819444444444444,3.647677281278845
ps3,2014,shooter,505 Games,M,6.166666666666667,0.0335164835164835,1.623542839949453
psp,2011,role-playing,Square Enix,M,1.1777777777777778,0.2619047619047619,1.3452375631014866
psp,2007,misc,Sony Computer Entertainment,E,1.4333333333333331,0.0852941176470588,3.133583206704219
x,2006,shooter,Activision,M,2.3461538461538463,0.5,2.9242886753194592
ps2,2001,sports,Sony Computer Entertainment,E,5.181818181818182,1.0,0.6429427693158909
x,2004,sports,Electronic Arts,E,4.928571428571429,1.875,0.6920180122710504
ps2,2002,fighting,Capcom,T,3.6818181818181817,0.2925925925925926,1.8001560793247973
x360,2008,misc,Mtv Games,T,3.9375,0.49,0.864939533540934
ds,2007,action,Thq,E,13.4,0.6636363636363636,2.2341487836324765
x360,2008,racing,Thq,E,6.444444444444445,1.3,0.8684076443828117
ps2,2001,platform,Universal Interactive,E,3.0,0.0440993788819875,4.019617908180282
ps2,2005,sports,Midway Games,E,3.4347826086956523,0.6846153846153846,1.1310278302520165
x,2007,shooter,Groove Games,M,3.555555555555556,0.58,0.9050407910536846
x360,2009,shooter,Vivendi Games,M,1.9318181818181817,0.0557251908396946,1.5819068887632608
ds,2007,simulation,Electronic Arts,E10+,5.384615384615385,0.2541666666666666,0.904353148264683
pc,2012,strategy,Unknown,E10+,16.5,0.1625,0.2207713679116219
ps3,2011,action,Warner Bros. Interactive Entertainment,E10+,1.880952380952381,0.1538461538461538,1.1587142362955745
ps2,2004,action,Ubisoft,T,2.090909090909091,0.0427184466019417,3.879131111337714
gba,2003,action,Thq,T,2.75,1.72,2.66091969221356
x,2008,shooter,Activision,M,1.8780487804878048,0.49375,1.7338579875057
x,2006,shooter,Midway Games,M,1.8888888888888888,0.4666666666666666,2.4874254033225416
wii,2014,misc,Rising Star Games,E,4.421052631578948,0.4833333333333333,0.6439225385339793
ps2,2007,shooter,Southpeak Games,M,1.2222222222222223,0.3866666666666666,0.4306502919302746
pc,2010,shooter,Activision,M,2.15,0.0006520726595249,1.513590306418723
pc,2013,action,Deep Silver,M,1.9111111111111112,0.0047680412371134,3.06021927411932
xone,2014,misc,Microsoft Game Studios,T,3.8947368421052633,0.1489361702127659,1.167620648497518
ps4,2015,platform,Ubisoft,E10+,5.625,0.0160377358490566,2.3055567550465006
ds,2007,misc,Ubisoft,E,10.142857142857142,1.36,1.218427777943043
x,2006,simulation,Global Star,E,1.9523809523809523,0.4,0.4853028155166343
x360,2017,action,Konami Digital Entertainment,M,3.1818181818181817,0.0323651452282157,1.1175765648201352
pc,2008,strategy,Eidos Interactive,T,3.8,0.158695652173913,2.639729587825445
ps3,2012,action,Electronic Arts,E,2.3783783783783785,0.0185714285714285,7.025539646992738
psp,2009,strategy,Deep Silver,T,4.25,2.2,0.9599028270195477
3ds,2014,puzzle,Nintendo,E,6.454545454545454,0.4647058823529412,0.1379218451558228
x360,2008,sports,Activision,T,4.363636363636363,0.3294117647058823,0.4058354694587488
gc,2004,platform,Ubisoft,E,8.714285714285714,0.75,0.1531679479573348
ps3,2014,role-playing,Nippon Ichi Software,T,1.2045454545454546,0.09375,0.0074702657085582
gc,2006,misc,Nintendo,E,2.56,0.1436363636363636,0.1793083109243223
psp,2009,simulation,Sega,T,2.433333333333333,0.85,0.160621603365158
ds,2008,sports,Electronic Arts,E,7.5,0.5846153846153845,3.18602242292406
x360,2012,shooter,505 Games,M,1.8108108108108107,0.0519083969465648,2.386116415685714
wii,2012,shooter,Majesco Entertainment,T,5.166666666666667,0.4545454545454545,1.912271255612588
wiiu,2014,platform,Nintendo,E,1.120481927710843,0.0055727554179566,6.596940838135149
wii,2010,action,Nintendo,E,1.8461538461538465,0.5230769230769231,3.184548792222314
x360,2009,action,Tecmo Koei,T,2.423076923076923,0.425,1.2341566369663333
ps4,2014,shooter,Electronic Arts,M,4.722222222222222,0.0043505674653215,6.311106345758625
x360,2010,sports,Sega,E,2.3529411764705883,0.2615384615384615,0.3177946088098586
psp,2007,action,Konami Digital Entertainment,T,3.421052631578948,0.2777777777777778,1.8860022377640908
gba,2002,platform,Sega,E,3.954545454545455,0.1687499999999999,3.017494330708429
ds,2008,simulation,Square Enix,E10+,1.6346153846153846,0.0461077844311377,0.0076524139808098
ps4,2017,action,Sold Out,E,3.25,0.2483870967741935,0.6176074307618277
ps2,2007,sports,Electronic Arts,E,3.619047619047619,0.3555555555555555,0.5225631903511514
x360,2013,fighting,Thq,T,1.171875,0.1565217391304348,0.6125859306587154
ps3,2008,shooter,Electronic Arts,T,4.6875,0.19,3.571649173517831
x360,2008,racing,Capcom,E,3.4,0.4666666666666666,1.671037341986107
wii,2007,sports,Nintendo,E,1.4901960784313726,0.0246913580246913,84.22604056817099
psp,2006,fighting,Thq,T,2.7,0.2297297297297297,2.568619181796307
x360,2010,misc,Crave Entertainment,E10+,4.611111111111111,0.51875,0.8475023032049221
gc,2005,action,Midway Games,T,3.0,0.5411764705882353,0.8368821286641408
ps4,2018,platform,Activision,E10+,1.6122448979591837,0.2888888888888889,0.5163210629698953
ps,2002,racing,Electronic Arts,T,3.1875,0.3285714285714285,1.495704321183861
x360,2009,action,Activision,T,0.912280701754386,0.2904761904761904,2.2908580264452416
ps2,2009,role-playing,Sting,E10+,7.625,0.8125,2.473390408420632
ps3,2009,sports,Konami Digital Entertainment,E,3.8947368421052633,0.1297872340425531,3.8806937751737327
ps3,2009,racing,Disney Interactive Studios,E,1.930232558139535,0.26,1.9703293987961152
x,2007,role-playing,Microsoft Game Studios,M,0.9770114942528736,0.0314814814814814,1.3547398109720286
ps2,2003,racing,Genki,E,4.538461538461538,0.5733333333333334,1.866425971110735
3ds,2013,role-playing,Namco Bandai Games,T,2.272727272727273,0.0383838383838383,2.7711828976356783
x,2005,racing,Microsoft Game Studios,E,1.853658536585366,0.2766666666666666,0.0365762399743746
ps2,2006,sports,Electronic Arts,E,3.033333333333333,0.1012820512820512,5.467818943919395
ps4,2015,shooter,Activision,M,2.128205128205128,0.0039419087136929,7.454514319623679
psp,2009,action,Namco Bandai Games,T,6.875,0.925,0.83371115753861
ps2,2008,action,Sega,E10+,4.6,0.8666666666666667,1.3725588022045825
wii,2007,strategy,Nintendo,E10+,2.1666666666666665,0.0483333333333333,0.6431282180983141
x,2004,fighting,Zoo Digital Publishing,T,2.5294117647058822,0.6333333333333333,0.2733480906994545
x,2005,racing,Acclaim Entertainment,E,3.75,2.2,1.240198356817486
ps2,2003,sports,Activision,T,2.3684210526315788,0.0719008264462809,6.5213475214116166
ps3,2007,action,Thq,M,1.9714285714285715,0.18,2.744228178080941
ps3,2017,role-playing,Nippon Ichi Software,T,3.25,0.3173913043478261,0.2618852799135724
ps3,2014,fighting,Pqube,T,12.166666666666666,0.2777777777777778,0.8463729464886229
x360,2016,action,Warner Bros. Interactive Entertainment,E10+,2.1621621621621623,0.0589147286821705,3.5770586702615086
ds,2008,misc,Nintendo,E,1.5490196078431373,0.246875,1.3111196126273588
psp,2007,platform,Konami Digital Entertainment,E,3.6666666666666665,1.28,1.8092486013747275
xone,2018,shooter,Capcom,M,5.25,0.1742857142857142,1.679423333663044
x,2004,role-playing,Ubisoft,T,2.5588235294117645,0.0776785714285714,4.721997638590961
ds,2010,role-playing,Square Enix,E10+,1.8409090909090908,0.1016666666666666,1.940080635154671
wii,2010,misc,Electronic Arts,E10+,1.5405405405405406,0.0981481481481481,0.4089465395992622
ps,1997,shooter,Sony Computer Entertainment,E,11.285714285714286,1.95,1.431579481010902
gc,2002,sports,Eidos Interactive,E,6.545454545454546,2.325,2.7999946496199035
ps3,2009,shooter,Electronic Arts,M,4.238095238095238,0.0446808510638297,2.2183635870167397
ps3,2012,sports,Electronic Arts,E,2.305555555555556,0.0897058823529411,1.1459527956433726
ps2,2008,action,Ubisoft,M,1.7435897435897436,0.2851851851851852,1.8098266167744688
ps2,2004,adventure,Ubisoft,T,3.5789473684210527,0.5583333333333333,0.475276280608264
ps2,2005,fighting,Atari,T,3.769230769230769,0.1774193548387097,0.0072570883101481
pc,2012,racing,Codemasters,T,3.739130434782609,0.0158730158730158,0.3406543174882288
ps2,2002,sports,Acclaim Entertainment,E,5.583333333333333,1.3,0.1823477303323242
ds,2011,role-playing,Atlus,M,3.076923076923077,0.1257142857142857,0.7374031864932048
gba,2006,role-playing,"Destination Software, Inc",T,4.470588235294118,0.5909090909090909,3.026344669731785
wiiu,2014,misc,Ubisoft,E10+,12.5,0.2538461538461538,1.749123699557067
wii,2010,platform,Nintendo,E,1.0875,0.0141176470588235,26.45620478465809
ps2,2007,fighting,505 Games,T,1.871794871794872,0.5769230769230769,0.3414485230871777
gc,2006,sports,Nintendo,E,1.8604651162790695,0.1770833333333333,0.017597147828242
ds,2010,action,Lucasarts,E,8.88888888888889,0.117391304347826,7.260352078847693
x360,2011,racing,Evolved Games,E10+,11.75,0.9555555555555556,0.6363869650701146
pc,2010,shooter,Ubisoft,M,3.590909090909091,0.0603053435114503,1.6222845900625649
wii,2006,misc,Sega,E,1.3962264150943395,0.0791666666666666,2.3704605357355244
ps,2001,action,Virgin Interactive,M,6.846153846153846,0.0249322493224932,7.175808939417193
pc,2010,shooter,Ubisoft,T,3.1666666666666665,0.1090909090909091,1.813316440563113
x,2006,sports,Electronic Arts,E,3.074074074074074,1.45,3.8899447386494175
ps2,2005,sports,Electronic Arts,E,4.2,0.0842105263157894,4.239215011173562
ps3,2015,action,Tecmo Koei,T,17.0,0.7555555555555555,2.6556915981426408
x360,2009,platform,Microsoft Game Studios,E,4.529411764705882,0.1171428571428571,1.9614114867201349
wii,2007,racing,Destineer,E,4.7,0.9571428571428572,1.8256350333336329
pc,2015,action,Warner Bros. Interactive Entertainment,E10+,9.0,0.2151515151515151,2.187303416533526
wii,2009,fighting,Tomy Corporation,T,3.217391304347826,0.2962962962962963,2.0539193290401325
ds,2010,role-playing,Sega,T,1.6304347826086956,0.1475409836065573,1.1338359529978723
ds,2014,platform,Thq,E,6.818181818181818,1.3666666666666665,0.3994296999773448
x,2003,misc,Tdk Mediactive,E,3.6666666666666665,0.7272727272727273,0.4259084460425252
gc,2005,shooter,Global Star,T,5.090909090909091,0.9571428571428572,2.863186889723377
gba,2005,action,Activision,T,6.7,1.52,0.971036302617548
gba,2004,strategy,Nintendo,E,3.2857142857142856,0.0947368421052631,1.5122216402409814
pc,2014,shooter,Square Enix,M,1.7307692307692308,0.0027570548167369,3.001169581200468
ps3,2011,action,Ubisoft,T,1.8,0.2310344827586207,0.8805658442831754
ps2,2005,action,Vivendi Games,T,2.024390243902439,0.2289473684210526,3.003248967398405
xone,2017,action,Warner Bros. Interactive Entertainment,E10+,3.9444444444444446,0.3375,0.7104377664378093
ps,2002,shooter,Sony Computer Entertainment,M,3.842105263157895,0.2361111111111111,0.99147120002276
ds,2007,puzzle,Jaleco,E,4.294117647058823,0.8400000000000001,0.7704050888404744
x360,2010,action,Ubisoft,T,1.140625,0.1431372549019607,2.664912387131832
psp,2006,fighting,Electronic Arts,T,3.363636363636364,0.3681818181818181,1.953440508531723
pc,2013,action,Ubisoft,T,5.5,0.0808510638297872,2.5425077008678416
ps2,2004,action,Eidos Interactive,M,4.473684210526316,0.0999999999999999,1.8163122256996052
ps3,2012,action,Lucasarts,T,1.9545454545454544,0.33125,0.9511665060562003
ps2,2010,simulation,Konami Digital Entertainment,E10+,9.166666666666666,1.0333333333333334,4.571233443827368
ps4,2018,racing,Milestone S.R.L,E,2.5357142857142856,0.110958904109589,2.8491523471107447
x360,2010,strategy,Eidos Interactive,T,1.3272727272727274,0.1775,0.7952993925467439
gc,2005,action,Atari,E,9.428571428571429,0.9125,2.076133625577776
ps3,2008,platform,Thq,E,2.125,0.7142857142857143,0.4536860581065013
wii,2009,misc,Nintendo,E,2.060606060606061,0.1769230769230769,5.17363519149757
3ds,2016,role-playing,Nippon Ichi Software,M,1.4821428571428572,0.0479289940828402,2.764068544707246
ps,2002,sports,Sony Computer Entertainment,E,15.2,1.0125,0.4883122871577899
ps2,2006,shooter,Vivendi Games,M,1.7804878048780488,0.3416666666666666,2.3846148525622928
ps3,2008,role-playing,Sega,T,1.4333333333333331,0.0198156682027649,0.5189848470895523
psp,2014,fighting,Square Enix,T,1.5,0.0576388888888888,1.6158895680021923
psv,2018,adventure,Nippon Ichi Software,T,5.818181818181818,0.6416666666666667,1.1054144557705112
x,2002,platform,Atari,T,2.6666666666666665,0.271875,2.731392341146139
x,2002,action,Electronic Arts,T,2.6333333333333333,0.2935483870967741,1.071841667154795
x,2005,action,Microids,T,4.235294117647059,1.4,1.905981292161952
gba,2005,sports,Nintendo,E,2.210526315789474,0.6142857142857142,2.952766361230433
x360,2013,shooter,City Interactive,M,1.1538461538461535,0.0651685393258427,0.906332578664638
pc,2005,simulation,Electronic Arts,T,4.166666666666667,0.3545454545454545,5.370460642206974
ps2,2004,sports,Sega,E,2.4324324324324325,0.0976190476190476,4.478463874920105
x360,2012,action,Capcom,M,0.912087912087912,0.0142585551330798,2.927883514881295
pc,2017,shooter,Take-Two Interactive,M,1.9743589743589745,0.0044238683127572,2.8030048462731267
ps2,2009,fighting,Thq,T,6.454545454545454,0.232258064516129,2.8982066110722897
ps2,2002,simulation,Eidos Interactive,T,4.333333333333333,1.157142857142857,0.1508940632146713
ps2,2006,shooter,Thq,M,2.6923076923076925,0.4047619047619047,1.7706705104055676
ps3,2013,action,Konami Digital Entertainment,M,1.894736842105263,0.1921052631578947,2.202162285792489
pc,2009,role-playing,Electronic Arts,M,1.75,0.0168,2.5839517298135126
wii,2008,misc,Southpeak Games,E10+,6.75,1.0857142857142856,1.4131864018821965
x,2006,action,Take-Two Interactive,M,3.1904761904761907,0.5727272727272728,1.1658707486705622
ds,2010,misc,Nintendo,E,1.7291666666666667,0.1428571428571428,2.0830233987293534
ps3,2011,sports,Electronic Arts,E10+,2.606060606060606,0.1442307692307692,0.427106153332362
ps2,2008,racing,Thq,E,2.3666666666666667,0.7000000000000001,0.027284659982623
ps2,2006,shooter,Activision,M,3.142857142857143,0.3478260869565217,3.288328348027112
3ds,2012,platform,Nintendo,E,1.1142857142857143,0.0169411764705882,11.672475720622812
pc,2014,shooter,Activision,M,4.857142857142857,0.0006147540983606,0.3058130701296884
ps2,2002,sports,Sony Computer Entertainment,E,3.6666666666666665,0.75,2.305787345721667
ps2,2003,simulation,Konami Digital Entertainment,E,3.037037037037037,0.7454545454545454,3.453295794087016
gc,2008,racing,Sega,E,1.84375,0.1739130434782608,1.4592954348171203
pc,2013,simulation,Electronic Arts,E10+,0.8533333333333334,0.0004805591961555,0.934174607800074
ps,2002,simulation,Ubisoft,E,13.666666666666666,0.1192307692307692,2.3136112265983213
x360,2009,shooter,Warner Bros. Interactive Entertainment,T,0.96,0.0943396226415094,0.4963040866849734
ds,2010,role-playing,Square Enix,T,2.5625,0.2142857142857142,1.43276170622239
