ID,CONSOLE,YEAR,CATEGORY,PUBLISHER,RATING,CRITICS_POINTS,USER_POINTS,SalesInMillions
2008,x360,2012,misc,Microsoft Game Studios,T,3.1818181818181817,1.0857142857142856,0.9971234880253212
2795,ps2,2007,action,Ubisoft,T,2.0,0.1188405797101449,1.5568697957561923
3769,psp,2009,action,Ubisoft,M,3.7777777777777777,0.4111111111111111,1.5135020516465718
202,psp,2011,action,Ubisoft,M,1.6578947368421053,0.1014285714285714,0.3877936870087182
554,gc,2003,action,Ubisoft,T,1.0952380952380951,0.1434782608695652,2.685917911731176
2919,ds,2008,puzzle,Nintendo,E,1.1805555555555556,0.0577181208053691,6.358575923341152
1149,ps3,2015,action,Deep Silver,M,1.6,0.0686274509803921,1.3768193479618187
96,ps2,2011,adventure,Atari,M,4.7,0.225,2.979156966860836
3576,ps2,2001,racing,Lucasarts,E,3.380952380952381,0.6125,2.2847914861078094
3361,pc,2009,strategy,Pinnacle,T,1.6730769230769231,0.0298181818181818,1.0857207299358245
981,x360,2011,fighting,Atari,T,1.44,0.1809523809523809,2.417507275468778
110,ds,2013,simulation,Nintendo,E,21.75,0.6222222222222222,3.052414913644222
1056,psp,2008,role-playing,Rising Star Games,T,4.307692307692308,1.375,0.9394857628916654
178,gc,2005,shooter,Global Star,T,5.090909090909091,0.9571428571428572,2.863186889723377
2025,ps2,2005,platform,Warner Bros. Interactive Entertainment,E,5.666666666666667,1.25,1.6490535783107203
332,ps3,2008,shooter,Take-Two Interactive,M,1.843137254901961,0.0097972972972972,3.0407666866602283
3823,xone,2018,role-playing,Thq Nordic,M,4.833333333333333,0.2466666666666666,2.2031318676554736
741,psp,2013,action,Electronic Arts,M,5.0,0.1760869565217391,2.101209097284352
2162,ps3,2013,role-playing,Electronic Arts,M,3.1,0.0030188679245283,3.008175174086106
2853,gc,2003,adventure,Nintendo,E,2.619047619047619,0.2478260869565217,2.3259312157185423
1289,x,2004,sports,Electronic Arts,E,8.0,0.7000000000000001,1.069153185139526
2167,ps3,2015,shooter,Take-Two Interactive,M,2.806451612903226,0.0098484848484848,4.0630837674209
2513,x,2007,action,Take-Two Interactive,E,3.111111111111111,0.58,2.0414836092572384
3895,gc,2002,action,Nintendo,E,1.2,0.0091095189355168,4.151787614723334
2090,ds,2009,role-playing,Konami Digital Entertainment,E10+,5.307692307692308,0.8444444444444444,2.605574002886315
1459,x,2004,action,Midway Games,T,6.0,0.89,2.560913615785881
1814,x,2009,action,Thq,M,1.7586206896551724,0.6888888888888889,0.6342271722224232
1717,ps3,2009,sports,Sony Computer Entertainment,E,1.2272727272727273,0.275,1.2333834835249504
2739,x,2008,sports,Global Star,M,1.4666666666666666,1.2833333333333334,2.250220091838776
2013,ps3,2011,platform,Sony Computer Entertainment,E,1.1176470588235294,0.0012784357962022,8.287850642377741
3031,ps3,2014,action,Capcom,M,1.945945945945946,0.0174528301886792,1.9173567087398573
4392,pc,2009,role-playing,Activision,T,1.9782608695652173,0.0100126742712294,3.233643628032248
2816,gc,2006,strategy,Nintendo,E,1.6666666666666667,0.065,2.8131518849672794
2475,ps3,2009,fighting,Namco Bandai Games,T,2.34375,0.0905263157894736,2.578449725310806
1600,wii,2008,misc,Activision,T,4.5625,0.3789473684210526,2.717093766562276
2134,ds,2007,misc,Nintendo,E,2.6666666666666665,0.0917647058823529,7.31383542950602
4029,x,2005,adventure,Disney Interactive Studios,E10+,3.421052631578948,1.2166666666666666,0.9719717144625252
2588,psp,2009,racing,Electronic Arts,E,6.2727272727272725,0.2096774193548387,1.558266629614636
3816,ps3,2011,action,Dtp Entertainment,M,2.647058823529412,0.1923076923076923,2.693672815172769
1092,ps3,2014,action,Tecmo Koei,T,1.8285714285714283,0.3,1.3134835735412942
4381,ps2,2003,action,3Do,T,4.0625,0.8428571428571429,0.9565765510079922
861,pc,2014,role-playing,Activision,M,1.0232558139534884,0.0004148086695011,3.835650776245642
1995,ps3,2009,adventure,Codemasters,M,1.5454545454545454,0.0459459459459459,2.5902851468092365
3184,pc,2013,action,Deep Silver,M,1.9111111111111112,0.0047680412371134,3.06021927411932
802,gc,2004,shooter,Electronic Arts,M,4.8125,1.2428571428571429,2.5538387919605663
3020,x,2007,shooter,Take-Two Interactive,M,1.213114754098361,0.3148148148148148,1.082327152011171
1288,gc,2003,sports,Electronic Arts,E,6.230769230769231,0.8888888888888888,2.092952468914471
4259,x360,2009,shooter,Dtp Entertainment,M,1.2173913043478262,0.1232142857142857,0.3701437017480266
811,ps4,2018,action,Activision,M,5.454545454545454,0.0814285714285714,0.9990165068906663
832,x360,2014,shooter,Trion Worlds,M,2.2222222222222223,0.0289156626506024,1.3066567655574608
2924,xone,2017,racing,Slightly Mad Studios,E,5.0625,0.0429629629629629,1.7962792219245285
196,pc,2015,action,Ubisoft,M,3.809523809523809,0.0041278295605858,3.672382335846061
460,ps3,2010,racing,Electronic Arts,E10+,1.5818181818181818,0.0168490153172866,2.6018386123142974
1639,wii,2010,action,Electronic Arts,T,5.125,0.4545454545454545,2.6963223033209776
1680,pc,2009,role-playing,Electronic Arts,M,1.75,0.0168,2.5839517298135126
798,x360,2011,action,Electronic Arts,M,1.1265822784810129,0.011284046692607,0.2191798822095082
4422,ds,2009,strategy,Thq,E10+,3.24,0.4136363636363636,1.206719810747472
2389,ps2,2005,racing,Activision,E,2.566666666666667,0.8999999999999999,1.8311909213502195
1806,ps2,2004,shooter,Electronic Arts,T,2.6666666666666665,0.1645833333333333,5.264418574003169
2284,x,2005,misc,Midway Games,M,1.947368421052632,1.0571428571428572,2.79680362826846
1184,pc,2004,strategy,Vivendi Games,T,1.4705882352941178,0.0783018867924528,1.978913951883288
1725,pc,2008,strategy,Jowood Productions,E,8.285714285714286,0.131578947368421,0.3829292343082674
1744,x,2004,platform,Namco Bandai Games,T,4.166666666666667,1.05,2.7208867369777687
2983,ps3,2011,action,Electronic Arts,E10+,2.8260869565217392,0.9142857142857144,0.0662392170330464
1187,xone,2015,shooter,Take-Two Interactive,M,2.3870967741935485,0.01513353115727,2.3733696414746333
4057,x,2005,shooter,Ubisoft,T,1.509433962264151,0.1534482758620689,0.4669199610090676
2680,wiiu,2014,misc,Nintendo,E10+,1.2622950819672132,0.0167019027484143,6.994623483206588
2239,psp,2007,action,Konami Digital Entertainment,T,3.421052631578948,0.2777777777777778,1.8860022377640908
2855,ds,2006,racing,Nintendo,E,1.6428571428571428,0.1735294117647059,0.6197445799879946
4304,ds,2007,platform,Nintendo,E10+,1.7142857142857142,0.3894736842105263,0.6658415171445125
1982,ps3,2011,action,Activision,E10+,2.138888888888889,0.2566666666666666,1.1892272626094602
2351,ps3,2009,action,Activision,E10+,3.6666666666666665,1.125,1.1716612661779453
2767,x,2002,shooter,Sega,T,2.1951219512195124,0.1323076923076923,1.958993134666279
1441,x360,2012,action,Electronic Arts,T,0.711864406779661,0.2136363636363636,1.0285331129316575
3841,ps2,2008,action,Sega,E10+,4.6,0.8666666666666667,1.3725588022045825
3950,pc,2006,simulation,Electronic Arts,T,3.3043478260869565,0.1925,1.4898700399753673
1620,pc,2004,shooter,Vivendi Games,M,1.1851851851851851,0.0010572282233969,3.682373341922372
1813,ps3,2011,simulation,Deep Silver,T,5.857142857142857,0.4428571428571429,1.4245570340235258
4233,ps3,2008,role-playing,Electronic Arts,T,1.45,0.2,2.5289302876235498
3334,x360,2011,action,Konami Digital Entertainment,M,1.2962962962962965,0.0384615384615384,1.7761987882595056
2063,ps2,2006,platform,Activision,E10+,2.76,0.296,2.329250277908321
206,xone,2014,action,Ubisoft,M,1.2203389830508475,0.0040674603174603,6.136498445137969
2563,x,2002,sports,Electronic Arts,E,6.428571428571429,0.5466666666666666,2.67604478431548
3668,x,2008,misc,Sega,E,3.24,0.911111111111111,2.097251249777867
2711,ps3,2017,action,Namco Bandai Games,T,2.5357142857142856,0.158695652173913,2.299956258207772
2043,ps2,2005,misc,Pacific Century Cyber Works,T,3.2857142857142856,0.7636363636363637,0.2456349444529431
1565,pc,2014,racing,Codemasters,E,4.705882352941177,0.0099824868651488,1.5928398141902025
2931,xone,2019,action,Activision,M,14.0,0.2214285714285714,0.7404817955217863
2577,x,2004,racing,Electronic Arts,E,3.32,0.2485714285714285,1.2276242543031288
2480,x360,2010,racing,Electronic Arts,E,2.034482758620689,0.1733333333333333,0.6571837049443001
2455,xone,2019,fighting,Namco Bandai Games,T,7.363636363636363,0.1634615384615384,0.7778087968782859
763,ps2,2007,shooter,Ubisoft,M,2.0,0.2,2.0369589888823074
630,3ds,2014,role-playing,Screenlife,M,5.636363636363637,0.175,0.398391323230846
54,psp,2009,simulation,Sega,T,2.433333333333333,0.85,0.160621603365158
436,ps2,2007,shooter,Ubisoft,M,2.7333333333333334,0.2533333333333333,0.1345726504740096
4312,ps3,2014,action,Ubisoft Annecy,T,4.117647058823529,0.2257142857142857,2.093933436098576
1876,ps2,2005,action,Capcom,M,1.794871794871795,0.2249999999999999,1.7762427566390302
2577,gc,2004,racing,Electronic Arts,E,3.458333333333333,0.1913043478260869,2.937393621895108
1599,ds,2012,misc,Activision,E10+,2.333333333333333,0.9,3.350919867687036
3432,pc,2013,platform,Sega,E,7.0,0.0246290801186943,1.385149920916419
2940,ps3,2009,racing,Disney Interactive Studios,E,1.930232558139535,0.26,1.9703293987961152
192,psv,2019,action,Ubisoft,T,11.666666666666666,0.324,2.563180357632146
3321,ps3,2010,strategy,Take-Two Interactive,E10+,2.17948717948718,0.0885057471264367,0.9499693904617416
1069,psp,2007,action,Tecmo Koei,T,2.3846153846153846,0.3041666666666666,2.8487136162127165
3491,wii,2011,action,Activision,T,3.15,0.5307692307692308,1.0849710509313986
233,ds,2006,adventure,Thq,E,7.111111111111111,0.9142857142857144,0.5825600003276188
2636,ps3,2014,sports,Electronic Arts,E10+,3.636363636363636,0.0759493670886076,1.715302883267379
316,x360,2007,action,Ubisoft,M,2.217391304347826,0.1566666666666666,2.707048509108833
2162,x360,2014,role-playing,Electronic Arts,M,1.2567567567567568,0.0015537101526922,2.195137147420247
1,ps2,2003,role-playing,Atari,T,3.1666666666666665,0.1098765432098765,0.1411118152768138
1231,x360,2010,role-playing,Bethesda Softworks,M,1.1071428571428572,0.0051266586248492,4.7994672112259895
1832,ps2,2008,racing,Thq,T,1.8888888888888888,0.3208333333333333,0.4922869552859666
1461,pc,2007,shooter,Microsoft Game Studios,M,2.4166666666666665,0.0136125654450261,0.4360052316755032
531,ds,2008,platform,Konami Digital Entertainment,T,1.7115384615384617,0.0491329479768786,0.8430112337870159
3224,wiiu,2012,action,Warner Bros. Interactive Entertainment,E10+,1.738095238095238,0.0678899082568807,1.046017572643965
3444,wii,2011,platform,Sega,E10+,2.2,0.0532846715328467,2.878472707282392
291,ps4,2014,shooter,Electronic Arts,M,4.722222222222222,0.0043505674653215,6.311106345758625
1582,x360,2007,fighting,505 Games,T,4.666666666666667,0.8142857142857143,2.191381028844136
3701,ps2,2003,shooter,Vivendi Games,M,3.2857142857142856,0.4875,0.3727560490219264
639,x,2007,action,Sci,M,1.935483870967742,0.4176470588235293,1.4616456735635852
1205,x360,2009,shooter,Warner Bros. Interactive Entertainment,M,1.1323529411764706,0.0701754385964912,2.1599890425398094
846,pc,2014,shooter,Square Enix,M,1.7307692307692308,0.0027570548167369,3.001169581200468
3761,gba,2002,fighting,Infogrames,T,5.857142857142857,0.6307692307692307,2.524224614269804
510,ps2,2002,fighting,Capcom,T,3.6818181818181817,0.2925925925925926,1.8001560793247973
2982,ps2,2007,action,Midway Games,E10+,1.5,0.4666666666666667,0.2270322621953302
2148,ds,2013,puzzle,Nintendo,E,1.5490196078431373,0.4277777777777778,1.8137059890485447
121,wiiu,2018,misc,Nintendo,E,2.3,0.0247126436781609,1.7553594248593156
1302,ps3,2012,fighting,Electronic Arts,T,1.9130434782608696,0.0791666666666666,0.0207759447279349
4443,ps2,2008,fighting,Thq,T,8.666666666666666,0.2029411764705882,1.7674697055057491
2967,pc,2010,racing,Bitcomposer Games,E,5.214285714285714,0.41,1.6276033282405904
1257,psp,2011,action,Sony Computer Entertainment,T,2.242424242424242,0.348,2.989755131542437
1245,pc,2005,shooter,Ubisoft,M,1.2361111111111112,0.0108843537414965,1.8019728870842977
1598,wiiu,2018,misc,Activision,T,21.0,0.1694444444444444,0.6289123062155811
3848,ps3,2008,shooter,Activision,T,5.142857142857143,0.1357142857142857,1.1561536751532144
2149,3ds,2018,puzzle,Nintendo,E,4.666666666666667,0.15625,2.591390095788836
2320,ps2,2006,simulation,Namco Bandai Games,T,6.6,0.2297297297297297,1.215386112623426
845,pc,2002,role-playing,Eidos Interactive,M,3.2142857142857144,0.0086511627906976,2.938003724166696
1972,x360,2009,action,Warner Bros. Interactive Entertainment,E10+,1.5510204081632653,0.1053333333333333,1.98763789678848
18,x360,2011,shooter,Thq,M,1.3148148148148149,0.0984615384615384,1.0364493535203685
1904,psp,2008,role-playing,Sony Computer Entertainment,T,1.894736842105263,0.3947368421052631,0.1950007673902022
3519,gba,2004,action,Vivendi Games,E,2.4,0.5833333333333334,3.147507829195661
2637,ps4,2017,sports,Electronic Arts,E10+,2.142857142857143,0.0117263843648208,0.3649764906144376
2485,wii,2011,racing,Activision,E,8.4,0.3444444444444444,1.6759775356552944
4444,wii,2012,fighting,Thq,T,7.090909090909091,0.8555555555555556,1.9744191583474613
2358,ps3,2010,fighting,Midway Games,T,1.7272727272727273,0.0648148148148148,1.9555348707394664
3561,wii,2010,action,Lucasarts,T,2.333333333333333,0.355,3.0046142866199554
2813,ds,2009,puzzle,Nintendo,E,2.515151515151515,0.2416666666666666,0.6629404950562173
1801,ps2,2004,platform,Sony Computer Entertainment,T,1.5272727272727271,0.0345381526104417,1.7392230240782476
3647,ps2,2003,role-playing,Thq,T,4.625,0.65,1.4194125691228243
2156,ds,2007,misc,Konami Digital Entertainment,T,3.588235294117647,0.7000000000000001,2.172444809484767
1976,wiiu,2016,action,Warner Bros. Interactive Entertainment,E10+,12.4,0.2241379310344827,2.5735492048982365
4386,ps2,2003,racing,Ignition Entertainment,E,8.0,0.91,2.2406260584056508
486,ps2,2005,shooter,Activision,T,1.9743589743589745,0.1171428571428571,2.5235220714171005
829,x,2006,fighting,Electronic Arts,M,2.5454545454545454,0.6142857142857142,2.098677374725697
1487,ps2,2005,action,Acclaim Entertainment,M,3.421052631578948,0.725,1.248397543292199
2342,psp,2009,role-playing,Sony Computer Entertainment,T,2.64,1.042857142857143,1.384424120587925
3311,x,2003,platform,Tdk Mediactive,T,2.5789473684210527,0.6000000000000001,0.5806168596670439
2430,ds,2007,platform,Atari,E,4.1,0.3571428571428571,2.786840796635721
4185,x,2004,platform,Electronic Arts,E,5.230769230769231,0.7727272727272727,0.6953756193270699
3465,ds,2012,shooter,Square Enix,E,2.1578947368421053,0.8875,0.5154845532980006
2563,gc,2003,sports,Electronic Arts,E,8.272727272727273,0.8999999999999999,1.5903209987623768
1135,x360,2007,role-playing,Ubisoft,T,1.2777777777777777,0.115,2.471854898510932
2438,pc,2009,adventure,Her Interactive,E,9.857142857142858,0.825,2.505974002518415
143,ps3,2014,fighting,Aqua Plus,T,5.769230769230769,0.39,0.9014086061336388
1722,ps2,2006,racing,Thq,E,11.0,0.8555555555555556,1.1090798852124195
959,x360,2014,shooter,Bethesda Softworks,M,2.2333333333333334,0.0492424242424242,1.4881128592377837
2100,ps3,2012,sports,Take-Two Interactive,E,5.538461538461538,0.7,0.646699149733809
3022,x,2006,shooter,Thq,M,3.7,0.5272727272727272,0.7958149142268816
232,ds,2008,role-playing,Rising Star Games,E10+,2.4482758620689653,0.5692307692307692,2.948246389031494
2423,ds,2010,adventure,Midway Games,E,1.72,0.5833333333333334,1.1028623532488555
517,gba,2008,racing,Thq,E,6.25,0.7833333333333333,3.5324770797985967
3129,x,2005,strategy,Atari,E,7.75,0.6916666666666668,1.4180459016449518
1860,x360,2010,misc,Konami Digital Entertainment,E,10.0,1.1666666666666667,0.1583886407309507
4476,gc,2005,shooter,Ubisoft,M,2.703703703703704,0.3666666666666667,1.484230334063922
1349,3ds,2015,role-playing,Nintendo,T,1.2777777777777777,0.0079894644424934,1.3254042006760098
3587,ps2,2007,shooter,Southpeak Games,M,1.2222222222222223,0.3866666666666666,0.4306502919302746
1026,ds,2007,action,Thq,E,2.147058823529412,0.2580645161290322,1.107673986572471
4153,ds,2008,simulation,Atlus,T,2.7241379310344827,0.7727272727272727,0.4395377872406083
1565,ps3,2014,racing,Codemasters,E,4.1,0.0379310344827586,1.0327281750583102
889,psv,2010,role-playing,Nippon Ichi Software,T,2.7857142857142856,0.0655172413793103,0.626890049214716
4390,pc,2019,role-playing,Activision,T,1.4193548387096775,0.0131907308377896,0.879365209030398
1891,x360,2012,misc,Microsoft Game Studios,E10+,2.212121212121212,0.0432835820895522,3.255557705657689
3433,gc,2003,platform,Sega,E,1.469387755102041,0.0619047619047619,1.7164086028084986
2509,xone,2017,sports,Take-Two Interactive,E10+,6.142857142857143,0.0529914529914529,0.7570730199833631
2840,pc,2018,shooter,Electronic Arts,E10+,13.666666666666666,0.1666666666666666,2.672847563099964
2662,x360,2009,action,Majesco Entertainment,E10+,3.333333333333333,0.8875,2.617725031904911
1456,wiiu,2013,action,Warner Bros. Interactive Entertainment,E,3.0,0.1666666666666666,1.3779895375206894
1213,x360,2013,racing,Codemasters,E,1.3770491803278688,0.1290909090909091,1.1586128621953784
3214,gc,2006,platform,Take-Two Interactive,E,6.2727272727272725,0.9125,1.8279695198364665
2545,x,2003,sports,Electronic Arts,E,4.045454545454546,0.3666666666666667,3.6022798520655703
1695,ps2,2005,sports,3Do,E,4.882352941176471,0.6749999999999999,3.156406035891813
3615,pc,2019,fighting,Capcom,T,2.242424242424242,0.00662100456621,0.2189364121166532
3940,x,2004,racing,Electronic Arts,T,3.588235294117647,1.3833333333333335,2.93372530760668
1972,psp,2009,action,Warner Bros. Interactive Entertainment,E10+,14.6,0.74,2.7808519659253363
1579,pc,2015,action,Ncsoft,T,1.3043478260869563,0.0026707234617985,4.04240028611774
755,ps3,2013,action,Thq,M,2.1538461538461537,0.0167452830188679,3.2604218232668347
3773,pc,2014,role-playing,En Masse Entertainment,M,1.8780487804878048,0.009103078982597,2.905526264083817
3834,x360,2013,action,Kalypso Media,T,2.4761904761904763,0.2423076923076923,2.216051570949057
2067,x360,2010,sports,Electronic Arts,E,1.8478260869565213,0.0587155963302752,3.592724232979617
2747,wii,2011,action,Codemasters,T,2.2666666666666666,0.5266666666666667,0.6730397373739684
4469,wiiu,2017,role-playing,Nintendo,T,0.9655172413793104,0.0056978233034571,2.0950459026787582
3734,ps3,2012,role-playing,Namco Bandai Games,T,1.2033898305084745,0.036574074074074,0.2867877191972119
1994,3ds,2015,action,Warner Bros. Interactive Entertainment,E10+,15.25,0.7090909090909091,0.9053725112385156
4179,wii,2009,shooter,Zoo Games,E10+,7.142857142857143,1.3833333333333335,1.177589540138737
3725,ps3,2011,role-playing,Namco Bandai Games,T,1.4,0.0244047619047619,0.9767490432438236
2291,x,2003,action,Activision,T,3.0,1.25,2.218850229884124
1837,ps2,2006,simulation,Konami Digital Entertainment,T,5.769230769230769,0.4238095238095238,2.2485868404924707
1200,ps2,2008,sports,Sony Computer Entertainment,E,2.4375,0.7545454545454546,2.0723718154590447
3326,ps,2002,action,Konami Digital Entertainment,M,5.0588235294117645,0.0277108433734939,1.2752289976117386
1917,gba,2005,platform,Nintendo,E,3.375,0.1618181818181818,2.461862066246226
2583,x,2006,racing,Electronic Arts,T,2.59375,0.303448275862069,3.783929341662849
53,ps3,2011,action,Atari,M,1.25,0.2259259259259259,2.75635197450222
1624,x360,2010,shooter,Microsoft Game Studios,M,1.0930232558139534,0.0018982720856656,11.82448116185386
471,x360,2008,sports,Activision,T,4.363636363636363,0.3294117647058823,0.4058354694587488
200,xone,2017,action,Ubisoft,M,4.4375,0.2551724137931034,0.1008096090949688
2180,gc,2005,shooter,Electronic Arts,T,3.227272727272727,0.5642857142857143,0.1982829356204277
1068,ps2,2004,strategy,Tecmo Koei,T,4.333333333333333,0.7,2.404423383953225
1463,x360,2012,shooter,Microsoft Game Studios,M,0.9479166666666666,0.0051655629139072,6.323656387038454
4196,ps3,2013,action,Thq,T,2.8666666666666667,0.0804347826086956,0.3610502309900167
3562,x360,2012,action,Lucasarts,T,1.162162162162162,0.331578947368421,2.9792149861719825
4372,ps4,2016,shooter,Bethesda Softworks,M,1.082191780821918,0.0072064056939501,0.7279465278470025
1286,wii,2013,sports,Electronic Arts,E,4.294117647058823,0.9125,2.6152421576200178
3562,wii,2012,action,Lucasarts,T,4.8,1.28,1.2456407901809765
1219,x360,2014,racing,Codemasters,E,1.93939393939394,0.2590909090909091,0.952268934454042
3563,x,2004,shooter,Activision,T,1.4545454545454546,0.1596491228070175,2.7353385114679534
2504,x360,2010,action,Take-Two Interactive,E,1.78,0.081,1.6889074525448806
1167,3ds,2018,role-playing,Nippon Ichi Software,E10+,1.75,0.1612244897959183,2.029978287910281
2245,ds,2009,shooter,Ignition Entertainment,T,1.8421052631578947,0.5285714285714286,2.460839015019786
2927,xone,2017,misc,Microsoft Game Studios,E10+,2.8076923076923075,0.0457516339869281,0.6955649678601478
1101,ps4,2016,sports,Electronic Arts,T,2.0789473684210527,0.0378881987577639,2.684135559190346
2964,wii,2012,platform,Ubisoft,E10+,1.56,0.259375,0.0213355983969822
1617,x360,2009,misc,Gamecock,T,2.260869565217391,0.8714285714285713,1.996302078814492
4055,pc,2012,strategy,Ubisoft,T,2.833333333333333,0.1595238095238095,1.5948572750108585
2585,ds,2009,racing,Electronic Arts,E10+,10.0,0.9,1.5796107317920802
2238,psp,2009,action,Konami Digital Entertainment,M,1.6111111111111112,0.0554054054054054,2.801023361792476
2299,ps3,2009,sports,Sony Computer Entertainment,E,2.575757575757576,0.1144736842105263,1.10016787991007
4295,x360,2012,shooter,Thq,M,1.3333333333333333,0.0334763948497854,0.4126951457329475
448,ds,2008,simulation,Game Factory,E,5.545454545454546,0.96,0.297095746919275
4361,psv,2014,racing,Sony Computer Entertainment,E10+,1.253968253968254,0.0427083333333333,2.784182614567885
3502,gc,2002,platform,Thq,E,16.5,0.8300000000000001,2.796443565278876
3376,3ds,2012,action,Activision,E10+,10.25,0.0790322580645161,0.5531954991993828
1764,ds,2012,action,Activision,T,10.0,0.6181818181818182,1.3138219038193788
1289,ps2,2002,sports,Electronic Arts,E,5.866666666666666,0.1914285714285714,4.18248864871254
4324,ps3,2010,action,Gamebridge,M,3.2222222222222223,0.3590909090909091,0.250225719821157
1075,ps2,2005,action,Tecmo Koei,T,4.8,0.2333333333333333,3.034048068082827
2035,gc,2002,role-playing,Activision,T,3.272727272727273,0.5333333333333333,2.529435576871829
2395,pc,2015,action,Square Enix,M,2.6818181818181817,0.0191709844559585,1.25759799848815
2642,ps2,2002,sports,Electronic Arts,E,3.95,0.3777777777777777,2.137346154741356
1321,ps,2000,role-playing,Squaresoft,T,4.2727272727272725,0.0112373737373737,4.648916757932676
3712,ps,2002,shooter,Sony Computer Entertainment,M,3.842105263157895,0.2361111111111111,0.99147120002276
3788,ps2,2004,puzzle,Thq,E,6.285714285714286,0.5636363636363636,3.0978575156477315
1979,ps3,2011,action,Warner Bros. Interactive Entertainment,E10+,1.880952380952381,0.1538461538461538,1.1587142362955745
1907,x,2004,strategy,Deep Silver,M,1.62,0.2548387096774193,1.1922191912589806
4096,wii,2009,sports,Activision,E10+,1.6428571428571428,0.4769230769230769,1.20264623416462
3827,x360,2014,role-playing,Bethesda Softworks,M,1.0786516853932584,0.0023320377568017,8.658448687131342
2445,x,2006,shooter,Midway Games,M,1.8888888888888888,0.4666666666666666,2.4874254033225416
1980,ps3,2012,action,Warner Bros. Interactive Entertainment,E10+,2.814814814814815,0.1729166666666667,1.6316676215272137
4368,ps2,2006,shooter,Capcom,M,1.8,0.8125,1.7716676705924992
27,ds,2009,role-playing,Nippon Ichi Software,E10+,2.9411764705882355,0.6888888888888889,2.4443275051685056
1061,pc,2011,role-playing,Square Enix,T,1.945945945945946,0.0116625310173697,0.9143225833409212
472,ps2,2005,sports,Activision,T,8.428571428571429,0.65,1.5125845280335484
3927,gc,2007,adventure,Thq,E,5.714285714285714,0.5222222222222223,3.020141203209797
1880,ps3,2012,shooter,Sony Computer Entertainment,M,0.9882352941176472,0.0083597883597883,0.9870333771941352
2583,x360,2007,racing,Electronic Arts,T,1.537037037037037,0.0622222222222222,3.415136554142004
1564,x360,2011,racing,Codemasters,E,1.403225806451613,0.0603053435114503,2.695677251259898
1627,xone,2016,shooter,Microsoft Game Studios,T,0.8316831683168316,0.0026069246435845,6.407002058250796
2830,ps2,2007,adventure,Ubisoft,T,1.59375,0.5769230769230769,0.6504236726132305
1516,gc,2007,shooter,Electronic Arts,T,1.7142857142857142,0.4785714285714286,1.7970000482171984
3070,xone,2017,racing,Milestone S.R.L.,E,6.0,0.3117647058823529,1.4630858700997886
3656,wiiu,2014,platform,Nintendo,E,1.120481927710843,0.0055727554179566,6.596940838135149
2741,ps2,2008,racing,Sega,E,1.9285714285714288,0.5176470588235295,0.8152938289126745
3599,3ds,2016,role-playing,Atlus,T,2.46875,0.1060975609756097,0.1276430418745848
2157,ps3,2014,fighting,Capcom,T,1.5,0.048993288590604,1.033080082078392
3721,gc,2004,platform,Thq,E,4.4375,0.911111111111111,3.336484493127052
881,pc,2012,racing,Codemasters,T,3.739130434782609,0.0158730158730158,0.3406543174882288
377,ps2,2004,fighting,Virgin Interactive,T,3.55,0.2529411764705882,1.5500840739377546
4476,ps2,2003,shooter,Ubisoft,M,1.972972972972973,0.2457142857142857,1.725483988166729
124,3ds,2015,simulation,Nintendo,E,1.2571428571428571,0.0138535031847133,8.62714831094678
2066,ds,2009,sports,Electronic Arts,E,7.777777777777778,0.65,2.612848740230774
2789,ps3,2013,fighting,Atlus,T,1.8297872340425527,0.0427777777777777,1.764034947094737
3067,ds,2008,role-playing,Nippon Ichi Software,E,2.7916666666666665,0.5666666666666667,0.5113898947434278
955,gc,2006,misc,Nintendo,E,1.3818181818181818,0.3681818181818181,0.6988048170843034
1071,x,2003,action,Thq,T,6.363636363636363,0.445,1.322889625788328
3835,ps2,2003,action,Sony Computer Entertainment,M,1.469387755102041,0.0764044943820224,1.598181142244383
3549,ps2,2004,shooter,Codemasters,T,4.333333333333333,1.28,2.84855666384944
2574,gc,2009,racing,Electronic Arts,E10+,6.25,0.5571428571428572,0.328414006617257
1840,x360,2006,action,Eidos Interactive,M,1.280701754385965,0.1384615384615384,0.8730647016941566
2559,ps3,2012,sports,Electronic Arts,E,4.823529411764706,0.1414634146341463,0.8711496584715809
960,x,2008,shooter,Activision,M,1.8780487804878048,0.49375,1.7338579875057
501,x360,2010,shooter,Ubisoft,M,1.0,0.0808510638297872,2.1372959655512367
2822,x360,2010,misc,Crave Entertainment,E10+,4.611111111111111,0.51875,0.8475023032049221
4445,ps3,2011,fighting,Thq,T,1.761904761904762,0.1642857142857142,0.8123278838221183
4441,wii,2010,fighting,Thq,T,4.538461538461538,0.3277777777777778,0.4146284418751484
1766,x,2005,adventure,Atari,M,1.6470588235294117,0.1974358974358974,1.5397738284896896
4017,wii,2008,sports,Electronic Arts,E,3.0,0.3181818181818182,0.0276882580036899
3890,3ds,2017,action,Nintendo,E10+,1.0853658536585369,0.0186335403726708,4.978482646936471
1971,ps4,2015,action,Warner Bros. Interactive Entertainment,E10+,1.697674418604651,0.0946666666666666,0.4528199915649871
1764,wii,2011,action,Activision,T,1.71875,0.25,1.5854834958099162
2374,x360,2008,racing,Capcom,E,3.4,0.4666666666666666,1.671037341986107
242,ps2,2004,shooter,Empire Interactive,M,8.6,0.2615384615384615,2.576942571290374
